Zip,LessThan10K,MoreThan10K,MoreThan25K,MoreThan50K 
90001,0.2,0.5,0.26,0.05
90002,0.22,0.48,0.25,0.05
90003,0.23,0.48,0.24,0.04
90004,0.2,0.4,0.25,0.16
90005,0.22,0.45,0.23,0.1
90006,0.24,0.51,0.21,0.04
90007,0.28,0.45,0.21,0.06
90008,0.17,0.3,0.3,0.23
90009,0.1,0.23,0.37,0.31
90010,0.16,0.21,0.21,0.41
90011,0.23,0.52,0.22,0.03
90012,0.26,0.38,0.2,0.16
90013,0.3,0.37,0.17,0.15
90014,0.26,0.43,0.19,0.12
90015,0.24,0.49,0.21,0.07
90016,0.18,0.37,0.31,0.14
90017,0.26,0.47,0.16,0.11
90018,0.21,0.42,0.28,0.1
90019,0.18,0.36,0.29,0.17
90020-0001,0.21,0.41,0.27,0.11
90021,0.26,0.41,0.18,0.15
90022,0.19,0.43,0.3,0.08
90023,0.2,0.47,0.28,0.06
90024,0.16,0.15,0.2,0.48
90025,0.11,0.19,0.29,0.41
90026,0.2,0.39,0.27,0.15
90027,0.18,0.29,0.28,0.24
90028,0.22,0.4,0.28,0.1
90029,0.23,0.44,0.25,0.08
90030,0.12,0.38,0.38,0.12
90031,0.23,0.41,0.26,0.09
90032,0.19,0.36,0.31,0.14
90033,0.23,0.47,0.24,0.05
90034,0.15,0.28,0.32,0.25
90035,0.13,0.19,0.28,0.4
90036,0.12,0.19,0.3,0.39
90037,0.24,0.48,0.23,0.04
90038,0.21,0.43,0.26,0.09
90039,0.13,0.28,0.3,0.29
90040,0.17,0.37,0.32,0.14
90041,0.15,0.25,0.29,0.31
90042,0.17,0.34,0.3,0.18
90043,0.17,0.3,0.31,0.22
90044,0.23,0.45,0.25,0.07
90045,0.12,0.18,0.26,0.44
90046,0.14,0.24,0.31,0.31
90047,0.17,0.33,0.33,0.17
90048,0.12,0.19,0.29,0.41
90049,0.11,0.12,0.2,0.57
90050,0.17,0.38,0.28,0.17
90051,0.15,0.32,0.39,0.15
90053,0.05,0.08,0.36,0.51
90054,0.1,0.36,0.38,0.17
90055,0.26,0.41,0.25,0.08
90056,0.11,0.16,0.26,0.47
90057,0.24,0.48,0.22,0.05
90058,0.24,0.43,0.21,0.12
90059,0.23,0.44,0.26,0.07
90060,0.16,0.37,0.34,0.13
90061,0.19,0.45,0.28,0.08
90062,0.21,0.41,0.29,0.09
90063,0.2,0.45,0.28,0.07
90064,0.13,0.16,0.23,0.48
90065,0.17,0.32,0.28,0.23
90066,0.12,0.24,0.29,0.35
90067,0.1,0.07,0.12,0.71
90068,0.13,0.19,0.25,0.44
90069,0.1,0.16,0.28,0.45
90070,0.22,0.33,0.32,0.14
90071,0.06,0.08,0.2,0.66
90073,0.18,0.17,0.4,0.25
90075,0.11,0.4,0.36,0.13
90076,0.16,0.37,0.36,0.11
90077,0.12,0.11,0.12,0.65
90078,0.24,0.3,0.29,0.17
90081,0.19,0.34,0.28,0.19
90083,0.15,0.2,0.35,0.3
90086,0.14,0.32,0.31,0.24
90089,0.3,0.34,0.19,0.16
90093,0.24,0.28,0.32,0.17
90201,0.18,0.46,0.29,0.07
90202,0.15,0.38,0.39,0.08
90209,0.15,0.22,0.27,0.36
90210,0.15,0.12,0.15,0.59
90211,0.16,0.15,0.23,0.46
90212,0.14,0.13,0.18,0.54
90213,0.17,0.23,0.26,0.34
90220,0.19,0.38,0.31,0.13
90221,0.2,0.44,0.28,0.09
90222,0.2,0.43,0.29,0.08
90223,0.18,0.48,0.25,0.08
90224,0.16,0.35,0.32,0.16
90230,0.13,0.19,0.27,0.4
90231,0.1,0.2,0.37,0.33
90232,0.14,0.22,0.29,0.35
90239,0.13,0.24,0.39,0.24
90240,0.15,0.25,0.28,0.33
90241,0.15,0.28,0.31,0.27
90242,0.14,0.29,0.32,0.25
90245,0.09,0.14,0.28,0.49
90247,0.15,0.34,0.32,0.19
90248,0.14,0.27,0.29,0.29
90249,0.15,0.29,0.3,0.27
90250,0.15,0.35,0.32,0.18
90251,0.1,0.31,0.38,0.21
90254,0.07,0.11,0.25,0.57
90255,0.19,0.46,0.27,0.07
90260,0.15,0.33,0.32,0.2
90262,0.17,0.43,0.3,0.1
90263,0.63,0.17,0.11,0.09
90264,0.11,0.24,0.3,0.35
90265,0.15,0.13,0.17,0.55
90266,0.1,0.09,0.16,0.65
90267,0.08,0.12,0.27,0.52
90270,0.18,0.45,0.3,0.07
90272,0.13,0.09,0.12,0.66
90274,0.14,0.09,0.11,0.66
90275,0.13,0.1,0.13,0.63
90277,0.09,0.13,0.24,0.53
90278,0.1,0.15,0.24,0.51
90280,0.17,0.4,0.31,0.12
90290,0.14,0.14,0.17,0.55
90291,0.14,0.24,0.28,0.34
90292,0.08,0.12,0.21,0.58
90293,0.08,0.12,0.27,0.53
90294,0.17,0.26,0.33,0.23
90295,0.13,0.21,0.29,0.37
90301,0.16,0.4,0.33,0.11
90302,0.16,0.33,0.35,0.16
90303,0.17,0.4,0.3,0.14
90304,0.18,0.48,0.28,0.07
90305,0.12,0.23,0.31,0.33
90306,0.12,0.32,0.39,0.17
90307,0.16,0.25,0.43,0.15
90308,0.15,0.34,0.35,0.16
90309,0.14,0.25,0.35,0.27
90310,0.28,0.31,0.3,0.11
90401,0.13,0.2,0.27,0.4
90402,0.13,0.1,0.14,0.63
90403,0.1,0.14,0.25,0.52
90404,0.14,0.24,0.31,0.31
90405,0.11,0.17,0.26,0.46
90406,0.17,0.2,0.3,0.33
90408,0.24,0.18,0.29,0.3
90409,0.12,0.24,0.29,0.35
90501,0.15,0.26,0.29,0.3
90502,0.13,0.24,0.29,0.33
90503,0.12,0.15,0.24,0.48
90504,0.14,0.19,0.26,0.4
90505,0.13,0.14,0.22,0.5
90508,0.13,0.25,0.34,0.28
90510,0.12,0.23,0.3,0.35
90601,0.13,0.23,0.3,0.34
90602,0.16,0.33,0.29,0.23
90603,0.15,0.16,0.23,0.46
90604,0.14,0.24,0.29,0.33
90605,0.16,0.29,0.28,0.27
90606,0.15,0.3,0.32,0.23
90607,0.15,0.25,0.37,0.23
90608,0.15,0.27,0.35,0.24
90609,0.17,0.25,0.34,0.24
90620,0.15,0.23,0.27,0.35
90621,0.16,0.3,0.31,0.23
90622,0.15,0.31,0.33,0.22
90623,0.15,0.17,0.23,0.45
90630,0.15,0.18,0.24,0.44
90631,0.14,0.26,0.28,0.33
90632,0.12,0.23,0.4,0.25
90633,0.17,0.3,0.32,0.21
90637,0.11,0.19,0.34,0.36
90638,0.14,0.2,0.25,0.42
90640,0.16,0.31,0.31,0.21
90650,0.16,0.3,0.32,0.22
90651,0.13,0.31,0.37,0.2
90652,0.12,0.25,0.45,0.18
90660,0.16,0.32,0.32,0.2
90661,0.11,0.41,0.36,0.12
90670,0.14,0.28,0.32,0.26
90680,0.16,0.32,0.32,0.21
90701,0.15,0.27,0.3,0.28
90702,0.12,0.28,0.35,0.25
90703,0.16,0.17,0.23,0.44
90704,0.2,0.34,0.27,0.18
90706,0.15,0.3,0.32,0.22
90707,0.13,0.28,0.36,0.22
90710,0.15,0.28,0.27,0.3
90711,0.11,0.23,0.4,0.26
90712,0.12,0.18,0.25,0.44
90713,0.13,0.15,0.23,0.49
90714,0.1,0.2,0.31,0.39
90715,0.16,0.26,0.29,0.29
90716,0.18,0.42,0.31,0.09
90717,0.13,0.22,0.31,0.34
90720,0.16,0.15,0.21,0.48
90723,0.17,0.38,0.32,0.13
90731,0.16,0.28,0.29,0.27
90732,0.11,0.14,0.22,0.52
90733,0.12,0.25,0.34,0.3
90740,0.12,0.15,0.23,0.51
90742,0.09,0.16,0.32,0.43
90743,0.13,0.12,0.21,0.55
90744,0.18,0.4,0.28,0.14
90745,0.15,0.29,0.3,0.26
90746,0.13,0.22,0.3,0.34
90748,0.15,0.4,0.28,0.17
90749,0.13,0.21,0.37,0.29
90755,0.1,0.17,0.23,0.5
90801,0.14,0.37,0.35,0.14
90802,0.16,0.34,0.32,0.18
90803,0.09,0.14,0.28,0.49
90804,0.19,0.34,0.31,0.16
90805,0.18,0.35,0.31,0.16
90806,0.19,0.34,0.28,0.19
90807,0.12,0.2,0.3,0.38
90808,0.12,0.14,0.21,0.53
90809,0.1,0.19,0.4,0.32
90810,0.17,0.34,0.3,0.19
90813,0.25,0.47,0.23,0.05
90814,0.12,0.22,0.32,0.35
90815,0.13,0.15,0.24,0.49
90832,0.14,0.1,0.38,0.39
90853,0.12,0.17,0.28,0.43
91001,0.14,0.2,0.24,0.42
91003,0.12,0.25,0.39,0.24
91006,0.16,0.18,0.22,0.44
91007,0.16,0.19,0.24,0.41
91009,0.08,0.26,0.4,0.26
91010,0.15,0.27,0.29,0.29
91011,0.16,0.09,0.11,0.64
91012,0.09,0.1,0.21,0.6
91016,0.14,0.24,0.29,0.33
91017,0.14,0.27,0.35,0.25
91020,0.13,0.21,0.32,0.34
91021,0.13,0.18,0.27,0.42
91024,0.11,0.14,0.21,0.55
91025,0.12,0.21,0.32,0.35
91030,0.13,0.15,0.25,0.46
91031,0.1,0.17,0.36,0.37
91040,0.13,0.19,0.27,0.41
91041,0.09,0.22,0.39,0.3
91042,0.15,0.24,0.29,0.32
91043,0.12,0.31,0.3,0.27
91046,0.18,0.18,0.32,0.31
91066,0.11,0.23,0.34,0.31
91077,0.18,0.25,0.35,0.22
91101,0.12,0.24,0.29,0.35
91102,0.15,0.23,0.32,0.3
91103,0.19,0.35,0.23,0.23
91104,0.16,0.27,0.25,0.32
91105,0.11,0.11,0.16,0.62
91106,0.12,0.24,0.27,0.37
91107,0.13,0.19,0.25,0.43
91108,0.16,0.12,0.13,0.59
91109,0.13,0.26,0.35,0.25
91114,0.22,0.31,0.31,0.16
91115,0.07,0.22,0.29,0.42
91116,0.13,0.24,0.4,0.24
91117,0.1,0.23,0.35,0.32
91118,0.14,0.13,0.28,0.45
91125,0.24,0.5,0.15,0.11
91201,0.2,0.27,0.27,0.26
91202,0.17,0.2,0.26,0.37
91203,0.2,0.29,0.3,0.21
91204,0.2,0.36,0.3,0.14
91205,0.24,0.33,0.28,0.16
91206,0.17,0.22,0.28,0.34
91207,0.14,0.17,0.21,0.48
91208,0.13,0.14,0.2,0.53
91209,0.13,0.27,0.37,0.23
91214,0.15,0.14,0.21,0.5
91221,0.13,0.19,0.35,0.33
91224,0.11,0.19,0.28,0.42
91225,0.15,0.33,0.35,0.16
91226,0.15,0.23,0.33,0.29
91301,0.17,0.12,0.16,0.54
91302,0.16,0.11,0.14,0.58
91303,0.16,0.35,0.32,0.17
91304,0.15,0.26,0.27,0.32
91305,0.24,0.27,0.35,0.14
91306,0.15,0.28,0.28,0.28
91307,0.15,0.15,0.2,0.51
91308,0.18,0.16,0.28,0.38
91309,0.14,0.28,0.3,0.28
91310,0.12,0.28,0.15,0.45
91311,0.14,0.17,0.25,0.44
91313,0.11,0.21,0.33,0.35
91316,0.13,0.19,0.28,0.4
91319,0.08,0.24,0.33,0.35
91320,0.14,0.15,0.18,0.53
91321,0.16,0.24,0.24,0.36
91322,0.12,0.25,0.31,0.32
91324,0.16,0.25,0.25,0.33
91325,0.17,0.25,0.25,0.33
91326,0.15,0.13,0.17,0.54
91327,0.11,0.19,0.25,0.44
91328,0.08,0.21,0.42,0.29
91330,0.45,0.23,0.23,0.09
91331,0.17,0.42,0.29,0.12
91333,0.14,0.5,0.28,0.08
91334,0.1,0.31,0.37,0.22
91335,0.16,0.31,0.31,0.22
91337,0.17,0.33,0.3,0.2
91340,0.17,0.39,0.31,0.13
91341,0.13,0.43,0.33,0.11
91342,0.15,0.3,0.3,0.25
91343,0.16,0.31,0.26,0.27
91344,0.15,0.19,0.25,0.42
91345,0.14,0.28,0.3,0.27
91346,0.13,0.26,0.35,0.27
91350,0.14,0.14,0.17,0.55
91351,0.14,0.18,0.24,0.43
91352,0.17,0.37,0.29,0.18
91353,0.14,0.38,0.35,0.12
91354,0.13,0.09,0.14,0.65
91355,0.14,0.12,0.18,0.56
91356,0.15,0.2,0.24,0.4
91357,0.16,0.24,0.25,0.35
91358,0.13,0.31,0.32,0.24
91359,0.1,0.16,0.33,0.41
91360,0.15,0.17,0.2,0.48
91361,0.14,0.12,0.16,0.58
91362,0.14,0.13,0.17,0.56
91364,0.12,0.14,0.19,0.55
91365,0.14,0.13,0.27,0.45
91367,0.13,0.15,0.23,0.49
91372,0.17,0.17,0.25,0.41
91376,0.1,0.19,0.27,0.45
91377,0.16,0.08,0.14,0.61
91380,0.11,0.17,0.28,0.44
91381,0.09,0.09,0.14,0.68
91384,0.13,0.15,0.19,0.53
91385,0.13,0.15,0.22,0.49
91386,0.16,0.21,0.28,0.34
91387,0.15,0.19,0.25,0.42
91390,0.15,0.13,0.15,0.56
91392,0.11,0.35,0.39,0.16
91393,0.2,0.4,0.25,0.16
91394,0.11,0.29,0.31,0.29
91395,0.1,0.29,0.34,0.27
91396,0.17,0.3,0.3,0.22
91401,0.18,0.32,0.27,0.23
91402,0.18,0.41,0.29,0.13
91403,0.12,0.17,0.25,0.46
91404,0.16,0.37,0.35,0.13
91405,0.18,0.39,0.28,0.14
91406,0.16,0.32,0.29,0.23
91408,0.14,0.33,0.32,0.2
91409,0.15,0.21,0.38,0.26
91411,0.15,0.35,0.3,0.2
91412,0.14,0.41,0.36,0.09
91413,0.13,0.24,0.32,0.31
91416,0.17,0.2,0.31,0.32
91423,0.12,0.18,0.28,0.42
91426,0.17,0.23,0.24,0.36
91436,0.13,0.11,0.13,0.64
91501,0.14,0.22,0.29,0.34
91502,0.18,0.32,0.33,0.18
91503,0.13,0.24,0.34,0.28
91504,0.14,0.23,0.26,0.37
91505,0.12,0.2,0.29,0.4
91506,0.12,0.21,0.28,0.39
91507,0.16,0.19,0.38,0.26
91508,0.15,0.31,0.3,0.25
91510,0.13,0.26,0.33,0.28
91601,0.17,0.35,0.31,0.17
91602,0.12,0.2,0.32,0.35
91603,0.21,0.25,0.31,0.23
91604,0.12,0.16,0.24,0.47
91605,0.19,0.4,0.27,0.14
91606,0.18,0.38,0.29,0.15
91607,0.14,0.25,0.31,0.31
91609,0.15,0.39,0.35,0.1
91610,0.19,0.16,0.25,0.39
91614,0.17,0.16,0.29,0.38
91615,0.18,0.33,0.33,0.15
91617,0.15,0.31,0.3,0.24
91618,0.09,0.3,0.27,0.34
91700,0.17,0.26,0.26,0.31
91701,0.17,0.17,0.19,0.47
91702,0.17,0.33,0.3,0.2
91706,0.17,0.36,0.32,0.15
91708,0.13,0.25,0.34,0.28
91709,0.13,0.14,0.19,0.53
91710,0.16,0.25,0.26,0.33
91711,0.17,0.16,0.19,0.49
91715,0.11,0.23,0.41,0.25
91719,0.07,0.17,0.23,0.53
91720,0.08,0.16,0.23,0.53
91722,0.15,0.25,0.3,0.3
91723,0.15,0.26,0.32,0.27
91724,0.15,0.2,0.24,0.41
91729,0.1,0.23,0.37,0.3
91730,0.14,0.23,0.3,0.33
91731,0.19,0.41,0.28,0.11
91732,0.2,0.39,0.29,0.12
91733,0.21,0.42,0.27,0.1
91734,0.19,0.32,0.32,0.16
91737,0.16,0.16,0.18,0.5
91739,0.14,0.15,0.2,0.51
91740,0.14,0.21,0.26,0.39
91741,0.17,0.15,0.2,0.49
91743,0.13,0.26,0.43,0.18
91744,0.17,0.35,0.31,0.16
91745,0.16,0.22,0.27,0.35
91746,0.17,0.35,0.31,0.17
91747,0.19,0.36,0.31,0.14
91748,0.18,0.25,0.26,0.3
91750,0.16,0.18,0.22,0.45
91752,0.17,0.29,0.29,0.25
91754,0.18,0.27,0.28,0.27
91755,0.21,0.29,0.27,0.23
91759,0.13,0.18,0.24,0.46
91761,0.16,0.28,0.28,0.28
91762,0.17,0.33,0.31,0.2
91763,0.18,0.33,0.3,0.19
91764,0.17,0.35,0.31,0.17
91765,0.16,0.16,0.22,0.46
91766,0.18,0.35,0.27,0.2
91767,0.18,0.33,0.31,0.19
91768,0.18,0.36,0.3,0.16
91769,0.17,0.37,0.31,0.16
91770,0.22,0.34,0.28,0.16
91773,0.15,0.18,0.22,0.45
91775,0.15,0.19,0.24,0.41
91776,0.21,0.32,0.29,0.18
91778,0.17,0.29,0.33,0.21
91780,0.16,0.22,0.29,0.33
91784,0.17,0.13,0.15,0.55
91785,0.23,0.2,0.27,0.3
91786,0.17,0.27,0.29,0.27
91788,0.13,0.19,0.32,0.36
91789,0.17,0.17,0.21,0.45
91790,0.15,0.26,0.28,0.31
91791,0.15,0.22,0.25,0.38
91792,0.15,0.25,0.3,0.3
91793,0.13,0.27,0.35,0.25
91801,0.18,0.28,0.31,0.23
91802,0.17,0.28,0.34,0.22
91803,0.19,0.29,0.29,0.23
91901,0.14,0.18,0.2,0.48
91902,0.16,0.18,0.2,0.47
91903,0.11,0.2,0.25,0.45
91905,0.17,0.26,0.31,0.26
91906,0.17,0.27,0.25,0.32
91908,0.12,0.2,0.29,0.39
91909,0.15,0.31,0.36,0.18
91910,0.15,0.28,0.28,0.3
91911,0.17,0.33,0.29,0.21
91912,0.14,0.31,0.36,0.19
91913,0.12,0.16,0.21,0.51
91914,0.1,0.11,0.15,0.63
91915,0.11,0.11,0.18,0.61
91916,0.12,0.19,0.26,0.43
91917,0.17,0.38,0.25,0.2
91921,0.14,0.1,0.31,0.45
91931,0.16,0.34,0.24,0.26
91932,0.16,0.37,0.3,0.17
91933,0.12,0.32,0.35,0.21
91934,0.24,0.3,0.29,0.17
91935,0.16,0.18,0.18,0.48
91941,0.14,0.22,0.28,0.36
91942,0.14,0.24,0.32,0.31
91943,0.14,0.2,0.29,0.38
91944,0.12,0.22,0.36,0.31
91945,0.16,0.27,0.31,0.25
91946,0.16,0.28,0.38,0.18
91950,0.19,0.4,0.3,0.11
91951,0.18,0.36,0.34,0.12
91962,0.14,0.18,0.19,0.48
91963,0.21,0.32,0.27,0.21
91976,0.11,0.24,0.35,0.3
91977,0.16,0.27,0.3,0.28
91978,0.14,0.22,0.29,0.35
91979,0.1,0.23,0.31,0.35
91980,0.21,0.51,0.23,0.05
92003,0.14,0.28,0.26,0.32
92004,0.19,0.36,0.24,0.21
92007,0.13,0.19,0.25,0.43
92008,0.15,0.2,0.24,0.41
92009,0.12,0.12,0.18,0.59
92013,0.11,0.18,0.27,0.44
92014,0.13,0.12,0.16,0.6
92018,0.12,0.26,0.32,0.3
92019,0.16,0.21,0.23,0.41
92020,0.17,0.3,0.28,0.26
92021,0.16,0.28,0.29,0.26
92022,0.16,0.28,0.31,0.26
92023,0.13,0.3,0.31,0.26
92024,0.15,0.18,0.21,0.46
92025,0.16,0.32,0.26,0.25
92026,0.14,0.23,0.27,0.36
92027,0.16,0.28,0.27,0.29
92028,0.16,0.28,0.22,0.34
92029,0.14,0.19,0.21,0.46
92030,0.13,0.31,0.34,0.22
92033,0.16,0.3,0.31,0.23
92036,0.18,0.24,0.24,0.34
92037,0.13,0.16,0.19,0.52
92038,0.17,0.16,0.24,0.43
92039,0.1,0.19,0.36,0.35
92040,0.14,0.23,0.27,0.36
92046,0.11,0.29,0.36,0.24
92049,0.15,0.41,0.25,0.19
92051,0.13,0.46,0.27,0.14
92052,0.1,0.3,0.38,0.23
92054,0.13,0.35,0.31,0.21
92055,0.12,0.84,0.04,0
92056,0.13,0.22,0.26,0.38
92057,0.14,0.25,0.27,0.35
92059,0.11,0.33,0.36,0.2
92060,0.17,0.19,0.27,0.37
92061,0.17,0.37,0.27,0.18
92064,0.17,0.16,0.18,0.49
92065,0.15,0.2,0.21,0.44
92066,0.17,0.24,0.17,0.43
92067,0.16,0.11,0.1,0.63
92068,0.14,0.48,0.23,0.15
92069,0.14,0.26,0.26,0.34
92070,0.18,0.34,0.22,0.26
92071,0.14,0.2,0.28,0.38
92072,0.11,0.19,0.39,0.31
92074,0.09,0.23,0.32,0.36
92075,0.12,0.17,0.22,0.49
92078,0.13,0.18,0.18,0.51
92079,0.14,0.31,0.33,0.23
92082,0.17,0.22,0.2,0.4
92083,0.14,0.28,0.28,0.29
92084,0.16,0.29,0.26,0.28
92085,0.12,0.35,0.34,0.19
92086,0.2,0.34,0.24,0.22
92088,0.15,0.29,0.26,0.29
92091,0.14,0.1,0.07,0.69
92093,0.19,0.19,0.33,0.29
92101,0.17,0.31,0.26,0.25
92102,0.19,0.43,0.28,0.1
92103,0.11,0.22,0.35,0.33
92104,0.15,0.34,0.34,0.18
92105,0.22,0.41,0.27,0.1
92106,0.14,0.2,0.23,0.43
92107,0.14,0.26,0.32,0.28
92108,0.1,0.21,0.38,0.31
92109,0.12,0.25,0.34,0.29
92110,0.13,0.26,0.31,0.3
92111,0.16,0.26,0.3,0.28
